description|labelGeneric
DÉCORATION DU PREMIER ACTE. Ce grand jardin, qui en fait la scène, est composé de trois rangs de cyprès, à côté desquels on voit alternativement en chaque châssis des statues de marbre blanc à l'antique, qui versent de gros jets d'eau dans de grands bassins, soutenues par des tritons, qui leur servent de piédestal, ou trois vases qui portent, l'un des orangers et les deux autres diverses fleurs en confusion, chantournées et découpées à jour. Les ornements de ces vases et de ces bassins sont rehaussés d'or, et ces statues portent sur leurs têtes des corbeilles d'or treillissées et remplies de pareilles leurs. Le théâtre est fermé par une grand arcade de verdure, orné de festons de leurs avec une grande corbeille d'or sur le milieu, qui en est remplie par les autres. Quatre autres arcades qui le suivent composent avec elle un berceau qui laisse voir plus loin un autre jardin de cyprès, entremêlées avec quantité d'autres statues à l'antique, et la perspective du fond borne la vue par un parterre encore plus éloigné, au milieu duquel s'élève une fontaine avec divers autres jets d'eau, qui ne font pas le moindre agrément de ce spectacle.|setting
DÉCORATION DU SECOND ACTE. La rivière du Phase et le paysage qu'elle traverse succèdent à ce grand jardin, qui disparaît tout d'un coup. On voit tomber de gros torrents de rochers qui servent de rivage à ce fleuve ; et l'éloignement qui borne la vue présente aux yeux divers coteaux dont cette campagne fermée.|setting
DÉCORATION DU TROISIÈME ACTE. Nos théâtres n'ont encore rien fait paraître de si brillant que le palais du roi Aaete qui sert de décoration à cet acte. On y voit de chaque côté deux rangs de colonnes de japse torses, et environnées de pampre d'or à grands feuillages, chantournées, et découpées à jour, au milieu desquelles sont des statues d'or à l'antique, de grandeur naturelle. Les frises, les festons, les corniches et les chapiteaux sont pareillement d'or, et portent pour finissement des vases de porcelaine d'où sortent de gros bouquets de fleurs aussi au naturel. Les bases et les piédestaux sont enrichis des basses-tailles, où sont peintes diverses fables de l'antiquité. Un grand portique doré, soutenu par quatre autres colonnes dans le même ordre, fait la face du théâtre, et est suivi de cinq ou six autres de même manière ; qui forment, par le moyen de ses colonnes, comme cinq galeries, où la vue s'enfonçant découvre ce même jardin de cyprès qui a paru au premier acte.|setting
Ce palais doré en un palais d'horreur sitôt que Médée a dit le premier de ces cinq derniers vers, et qu'elle a donné un coup de baguette. Tout ce qu'il y a d'épouvantable en la nature y sert de termes. L'éléphant, le rhinocéros, le lion, l'once, les tigres, les léopards, les panthères, les dragons, les serpents, tous avec leurs antipathies à leurs pieds, y lancent des regards menaçants. une grotte obscure borne la vue, au travers de laquelle l'oeil ne laisse pas de découvrir un éloignement merveilleux que fait la perspective. Quatre monstres ailés et quatre rampants enferment Hypsipyle, et semblent prêts à la dévorer.|setting
DÉCORATION DU QUATRIÈME ACTE. Ce théâtre horrible fait place à un plus agréable : c'est le désert où Médée à coutume de se retirer pour faire ses enchantements. Il est tout de rochers qui laissent sortir de leurs fentes quelques filaments d'herbes rampantes et quelques arbres moitié verts et moitié secs ; ces rochers sont d'une pierre blanche et luisante, de sorte que que comme l'autre théâtre était fort chargé d'ombres, le changement subit de l'un de l'autre fait qu'il semble qu'on passe de la nuit au jour.|setting
Le ciel s'ouvre et fait voir le palais de Vénus , composé de Termes à face humaine et revêtus de gazes d'or, qui lui servent de colonnes ; le lambris n'en est pas moins riche. L'Amour y paraît seul, et sitôt qu'il a parlé, il s'élance ne l'air, et traverse le théâtre en volant, non pas d'un côté à l'autre, comme se font les vols ordinaires, mais d'un bout à l'autre, en tirant vers les spectateurs, ce qui n'a point encore été pratique en France de cette manière.|setting
DÉCORATION DU CINQUIÈME ACTE. Ce dernier spectacle présente à la vue une forêt épaisse, composée de divers arbres entrelacés ensemble, et si touffus qu'il est aisé de juger que le respect qu'on porte au dieu Mars, à qui elle est consacrée, fait qu'on n'ose en couper aucune branche, ni même brosser au travers : les trophées d'armes appendus en haut de la plupart des arbres marquent encore plus particulièrement qu'elle appartient à ce dieu. La Toison d'or est sur le plus élevé, qu'on voit seul de son rang, au milieu de cette forêt, et la perspective du fond fait paraître en éloignement la rivière du Phase, avec le navire Argo, qui semble n'attendre plus que Jason et sa conquête pour partir.|setting
Zéthès, Calaïs et Orphée s'enfuient.|exit
Le palais de Jupiter et celui du Soleil se referment.|setting
Il disparaît en baissant, comme pour fondre dans la mer.|exit
Célidan lui met la main sur la bouche.|interaction
Il dit ces mots derrière le théâtre.|setting
Il lit.|action
Il lit.|action
Il prend son billet et le confronte avec celui qu'Éraste lui a laissé.|object
Elle lève sa coiffe.|object
Elle abaisse sa coiffe.|object
Il lève sa coiffe.|object
À Cliton|toward
Bas.|delivery
Haut.|delivery
Elle ferme la fenêtre.|object
Argante sort.|exit
Il fouille dans sa poche.|action
Elle lève sa coiffe.|object
Elle met sa coiffe sur la tête de Dorotée.|object
Cliton rentre.|exit
À Dorotée.|toward
Il lui donne le Portrait qu'il a reçu d'Arsinoé.|object
Elle se jette sur l'épée de Pirithoüs.|aggression
À Oronte et Léandre.|toward
À Angélique.|toward
Bas à Lisette.|toward
Haut.|delivery
À Oronte.|toward
Il sort.|exit
À Philoxène.|toward
À Philoclée.|toward
Bas.|delivery
Comme il se met en posture de combattre avec sa houlette, il voit que Clarimond tire une épée qui était cachée dans la sienne.|aggression
Anselme tirant aussi une épée de sa houlette qu'il présente à Lisis.|aggression
Il aperçoit Hircan, qui suivant l'usage de la campagne se promenait avec une canne à la main, et lisait en se promenant.|action
Il continue s'adressant à Lisis.|toward
À Anselme.|toward
Il se met à genoux devant elle.|action
Elle s'en va.|exit
À Lisis.|toward
Le Dieu de rivière continue à gronder.|delivery
Il s'en va avec les demi-Dieux.|exit
À Hesione.|toward
On lui aide à marcher pendant qu'elle dit ce dernier vers.|interaction
On entend quelques accords de tuorbe.|music
Le Duc et Fabrice s'en vont.|exit
Laure sort.|exit
Fenise rentre.|exit
Elle sort.|exit
On entend quelques accords de luth.|music
Haut.|delivery
On entend encore le luth.|music
DÉCORATION DU PROLOGUE. La toile qui cache le théâtre étant levée, laisse paraître un temple de riche architecture, que la Gloire a fait élever pour le Roi. L'Ordre en est composite, avec plusieurs arcades et colonnes de jaspe d'orient, dont les bases et chapiteaux sont d'or, aussi bien que les modillons et les fleurs de lys qui sont les ornements des corniches et des frises. Le haut du Temple est fini par un Attique où se voit un buste de héros directement au-dessus de chaque milieu des chapiteaux. Les supports des colonnes sont des piédestaux qui représentent une partie des conquêtes du Roi, et les superbes bâtiments qui se sont faits, ou qui ont été embellis sous son Règne. Au-dessus de chaque piédestal, il y a différentes figures peintes en saillie et isolées, qui toutes ainsi que les bustes, représentent par leurs attributs, ou les vertus particulières que possède cet auguste monarque, ou les Arts qu'il prend soin de faire fleurir. L'effet que font ces Figures est d'autant plus beau, que se trouvant chacune entre deux colonnes, elles forment une juste symétrie, qui ne saurait être que très agréable à la vue. Vers le milieu du temple s'élève une manière d'arc triomphal, soutenu par huit colonnes d'ordre ionique, avec une espèce d'Attique au-dessus de la corniche, où le Roi est représenté. La Victoire et la Gloire sont à ses côtés, dont l'une lui présente une couronne, et l'autre une branche de laurier, le tout de marbre blanc. On voit dans le fond du temple un autel de marbre serpentin. Il est armé de colonnes, figures, festons de fleurs et trophées d'armes. Les yeux se sont à peine arrêtés sur toutes ces magnificences, qu'on découvre Mars dans un char orné de tout ce qui peut le faire connaître pour le Dieu qui préside aux combats. Il paraît au plus haut des nues, et s'abaissant vers le temple, il y voit arriver la Fortune portée sur un nuage qu'elle quitte au même temps que Mars descend de son char. Après avoir regardé ce temple avec des marques d'indignation et de surprise, Ils commentent le Prologue ensemble.|setting
À la Fortune.|toward
À la Renommée.|toward
À l'Amour.|toward
Dans le temps que Mars et les autres Divinités qui ont paru dans le Prologue, s'avancent dans le temple, pour en mieux examiner les beautés, la Musique sort d'un des côtés du Théâtre, avec un Livre de Tablature à la main. Elle est suivie des Arts, tant Libéraux que Mécaniques, que sont l'Agriculture avec un habit couvert d'Épis d'or, et tenant une Bêche ; la Navigation, vêtue d'un Taffetas de la Chine, à la manière des Matelots ; l'orfèvrerie, chargée de Chaînes d'or et de pierreries ; la Peinture, tenant une Palette et un Pinceau ; la Guerre, une Épée ; la Géométrie, un Compas ; L'astrologie, un Globe ; la Sculpture, un Ciseau. La Comédie paraît de l'autre côté, tenant un Masque, et accompagnée des Plaisirs. La Chasse, qu'on met ensemble au nombre des Plaisirs et des Arts, se fait voir la première revêtue de vert et tenant un dard. La Mascarade la suit bizarrement habillée, avec un Cornet à la main. On voit ensuite la Pêche qui tient une Ligne ; La Paume, une Raquette ; le Jeu, des Cartes ; La Bonne chère, un Flacon d'Or ; et la Danse, une Poche. Après avoir par quelques figures, et par leurs différentes actions, donné des marques de ce qu'ils représentent, la Comédie et la Musique chantent ensemble le Dialogue suivant.|narration
DÉCORATION DU Ier ACTE. Le théâtre du Prologue fait place à une Décoration moins régulière, mais qui dans son irrégularité ne laisse pas d'avoir des beautés qui plaisent également à la vue. Elle représente une Plaine, où diverses Ruines marquent les restes de quelques Palais démolis, et le tout dans une si agréable variété, qu'elle n'a aucune partie qui ne fasse paraître quelque chose de différent. Au bout de cette plaine on découvre une Montagne d'une grandeur prodigieuse. Elle est fertile dans le bas en Plantes et Fleurs bâtardes ; et à mesure qu'elle s'élève, elle devient aride, formant des Rochers peu remplis de verdure, et entrecoupés de chemins. Le sommet laisse voir un Palais ruiné et désert, avec un grand Horizon tout autour, en sorte que la Montagne est isolée, et paraît naturelle aux yeux.|setting
CHANSON DU PREMIER SATYRE.|music
CHANSON DU SECOND SATYRE.|music
DÉCORATION DU IIe ACTE. L'Art et la Nature ont également part à ce qui fait la décoration de cet acte. Cette grande montagne qui a paru dans le premier, s'abîme d'une manière aussi surprenante qu'elle s'était élevée, et laisse paraître en sa place un Jardin rempli de berceaux, de fontaines, de plantes, de fleurs, de vases, sur lesquels sont des Enfants montés sur des cygnes qui jettent de l'eau. On y voit encore d'autres vases de porcelaine, de terre ciselée, et de marbre blanc. Les ornements en sont d'or, et ces vases sont remplis d'orangers, d'arbres fruitiers, et de fleurs naturelles.|setting
Florise et Astérie rentrent.|entrance
À Glaucus.|toward
Les dix statues de bronze qui servent de supports au berceau commencent à remuer.|action
DÉCORATION DU IIIe ACTE. Le magnifique Jardin qui a servi de Décoration à l'Acte précédent, fait place à un superbe Palais, dont l'Architecture est d'ordre Corinthien, avec les Frises et Corniches. Les Palastres sont de lapis veiné d'or. Une balustrade règne au-dessus en forme d'Attique. La masse du Palais est toute de marbre blanc, avec les chapiteaux des pilastres et les bases d'or. On voit sur des piédestaux qui sortent en saillie, des vases d'or, de lapis, et de marbre ; et au bout de ce Palais on découvre un Jardin, avec ses ornements d'Arbres, de Fleurs, de Jets d'eau, et de Fontaines.|setting
On voit paraître un singe.|entrance
Les trois singes font ici quelques sauts.|action
Ici on voit descendre Vénus dans son Palais, dont l'Architecture est composée et ornée de quantité d'Amours qui soutiennent la Corniche. Ils sont de marbre blanc jusqu'au milieu du corps, dont le bas se forme en Fleurons d'or, et se termine en Consoles enrichies d'ornements aussi d'or. Ils portent sur leurs têtes des Paniers de Fleurs, d'où pendent de grands Festons qu'ils retiennent avec leurs mains, en sorte qu'ils retombent entre les feuillages de leurs queues, et font une chute sur la Console. Le piédestal se trouve directement dessous, orné de Panneaux d'azur veiné d'or. De grands Festons de fleurs tombent du milieu des frises, dans lesquelles d'espace en espace sont peints des coeurs percés de flèches, avec des carquois et d'autres ornements. L'Optique représente deux Amours de même symétrie que les autres avec un Berceau soutenu par quatre Amours en forme de Termes qui le supportent. Il est fait de Feuillages et de Jasmins, au milieu desquels on voit une Table de marbre blanc, remplie de Corbeilles de Fleurs, et de Vases. Tandis que Vénus descend dans ce magnifique Palais, On chante les Paroles suivantes.|narration
CHANSON.|music
DÉCORATION DU IVe ACTE. >Cet Acte qui se passe dans le lieu le plus désert du Palais de Circé, n'a point d'autre décoration que de grands Arbres touffus, qui forment un bois dont l'épaisseur semble être impénétrable à la clarté du Soleil.|setting
Florise et Astérie sortent.|exit
À Silla.|toward
CHANSON DE LA DRYADE.|music
Les Furies disparaissent.|exit
Le Soleil parait dans son palais. Ce palais est d'or, composé avec des colonnes torses d'or poli, qui sont revêtues de branches de Laurier qui les environnent, de couleur naturelle. Les chapiteaux sont d'or fin ciselé, et les bases des colonnes de même matière, aussi bien que la frise et la corniche. Le corps du massif de ce palais est de pierres précieuses, et tous les piédestaux de marbre blanc, au milieu desquels on voit de gros Rubis. Les panneaux sont enrichis de veines d'or sur un fond de lapis. Au-dessus de la Corniche on voit, dans une espèce de petite Attique d'où naissent les cintres, des lires d'or, avec plusieurs ornements ; et dans le milieu des voûtes sont peints de grands Soleils d'or poli, avec quantités d'autres ornements. L'Optique de ce palais est toute transparente, et jette un éclat qui éblouit.|narration
